# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "GCF_000203835.1_ASM20383v1_genomic_combined.gtf" "-s" "2" "-O" "-M" "--fraction" "-t" "transcript" "-g" "locus_tag" "--extraAttributes" "gene_name" "-o" "counts.txt" "--minOverlap" "10" "--fracOverlap" "0.9" "QSC18022AV_20220218090211__M512cpz_Tube_1_2d_S4_R1_001.sorted.bam" "QSC18034AK_20220218090211__M512lpm_Tube_1_4d_S16_R1_001.sorted.bam" "QSC18021AN_20220218090211__M512_Tube_3_2d_S3_R1_001.sorted.bam" "QSC18030AM_20220218090211__M512_Tube_3_4d_S12_R1_001.sorted.bam" "QSC18026AT_20220218090211__M512lpm_Tube_2_2d_S8_R1_001.sorted.bam" "QSC18024AD_20220218090211__M512cpz_Tube_3_2d_S6_R1_001.sorted.bam" "QSC18023A5_20220218090211__M512cpz_Tube_2_2d_S5_R1_001.sorted.bam" "QSC18036A2_20220218090212__M512lpm_Tube_3_4d_S18_R1_001.sorted.bam" "QSC18028AB_20220218090211__M512_Tube_1_4d_S10_R1_001.sorted.bam" "QSC18033AC_20220218090211__M512cpz_Tube_3_4d_S15_R1_001.sorted.bam" "QSC18019AC_20220218090011__M512_Tube_1_2d_S1_R1_001.sorted.bam" "QSC18029AJ_20220218090211__M512_Tube_2_4d_S11_R1_001.sorted.bam" "QSC18032A4_20220218090211__M512cpz_Tube_2_4d_S14_R1_001.sorted.bam" "QSC18031AU_20220218090211__M512cpz_Tube_1_4d_S13_R1_001.sorted.bam" "QSC18020AF_20220218090012__M512_Tube_2_2d_S2_R1_001.sorted.bam" "QSC18025AL_20220218090211__M512lpm_Tube_1_2d_S7_R1_001.sorted.bam" "QSC18027A3_20220218090211__M512lpm_Tube_3_2d_S9_R1_001.sorted.bam" "QSC18035AS_20220218090211__M512lpm_Tube_2_4d_S17_R1_001.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	gene_name	QSC18022AV_20220218090211__M512cpz_Tube_1_2d_S4_R1_001.sorted.bam	QSC18034AK_20220218090211__M512lpm_Tube_1_4d_S16_R1_001.sorted.bam	QSC18021AN_20220218090211__M512_Tube_3_2d_S3_R1_001.sorted.bam	QSC18030AM_20220218090211__M512_Tube_3_4d_S12_R1_001.sorted.bam	QSC18026AT_20220218090211__M512lpm_Tube_2_2d_S8_R1_001.sorted.bam	QSC18024AD_20220218090211__M512cpz_Tube_3_2d_S6_R1_001.sorted.bam	QSC18023A5_20220218090211__M512cpz_Tube_2_2d_S5_R1_001.sorted.bam	QSC18036A2_20220218090212__M512lpm_Tube_3_4d_S18_R1_001.sorted.bam	QSC18028AB_20220218090211__M512_Tube_1_4d_S10_R1_001.sorted.bam	QSC18033AC_20220218090211__M512cpz_Tube_3_4d_S15_R1_001.sorted.bam	QSC18019AC_20220218090011__M512_Tube_1_2d_S1_R1_001.sorted.bam	QSC18029AJ_20220218090211__M512_Tube_2_4d_S11_R1_001.sorted.bam	QSC18032A4_20220218090211__M512cpz_Tube_2_4d_S14_R1_001.sorted.bam	QSC18031AU_20220218090211__M512cpz_Tube_1_4d_S13_R1_001.sorted.bam	QSC18020AF_20220218090012__M512_Tube_2_2d_S2_R1_001.sorted.bam	QSC18025AL_20220218090211__M512lpm_Tube_1_2d_S7_R1_001.sorted.bam	QSC18027A3_20220218090211__M512lpm_Tube_3_2d_S9_R1_001.sorted.bam	QSC18035AS_20220218090211__M512lpm_Tube_2_4d_S17_R1_001.sorted.bam
SCO3963	NC_003888.3	4363348	4364685	-	1338	NA	21	28	44	15	6	44	18	48	20	35	30	6	48	22	13	96	28	8
SCO3964	NC_003888.3	4364694	4366736	-	2043	NA	29	52	53	14	29	77	39	37	18	55	66	25	115	41	3	127	31	4
SCO3965	NC_003888.3	4366750	4367286	-	537	NA	11	2	50	13	21	25	23	30	11	18	31	14	51	23	0	77	13	11
SCO3966	NC_003888.3	4367283	4367933	-	651	NA	24	20	36	11	9	26	19	42	10	19	53	6	38	22	0	106	28	3
SCO3967	NC_003888.3	4368066	4368827	-	762	NA	72	216	136	14	30	76	56	103	20	91	94	26	95	58	10	228	51	19
SCO3968	NC_003888.3	4368955	4369809	-	855	NA	54	83	160	37	22	96	39	58	42	84	33	31	119	50	6	136	21	6
SCO3969	NC_003888.3	4370066	4370548	-	483	NA	0	0	1	2	1	1	0	0	0	1	0	1	5	0	0	2	0	2
SCO3970	NC_003888.3	4370586	4372061	-	1476	NA	441	420	427	179	189	564	385	612	211	721	671	184	1166	525	46	1414	373	58
SCO3971	NC_003888.3	4372196	4373629	-	1434	NA	34	50	55	20	10	64	23	59	28	68	52	20	104	60	0	209	38	7
SCO3972	NC_003888.3	4374285	4374950	+	666	NA	68	103	90	30	35	105	44	105	34	139	89	39	297	64	3	258	63	9
SCO3973	NC_003888.3	4375006	4375671	+	666	NA	11	9	18	3	3	18	11	6	2	20	7	8	56	32	1	28	3	1
SCO3974	NC_003888.3	4375917	4376882	-	966	NA	66	58	101	42	25	108	56	99	37	160	63	42	219	104	8	194	56	5
SCO3975	NC_003888.3	4377505	4378143	-	639	NA	87	411	229	112	46	98	58	475	203	99	432	61	275	169	5	655	195	40
SCO3976	NC_003888.3	4378271	4379098	-	828	NA	20	44	38	4	12	31	23	31	14	33	34	19	69	32	3	80	20	3
SCO3977	NC_003888.3	4379364	4380923	+	1560	NA	211	285	528	131	116	219	192	334	168	274	477	125	454	297	33	769	350	53
SCO3978	NC_003888.3	4381065	4381949	-	885	NA	0	1	1	0	0	1	1	2	1	5	3	1	5	0	0	1	0	0
SCO3979	NC_003888.3	4382030	4382620	+	591	NA	64	42	72	24	18	75	40	55	17	67	60	24	140	58	12	166	33	8
SCOt34	NC_003888.3	4382684	4382768	+	85	NA	2	8	8	4	2	4	1	4	2	0	3	3	10	14	1	9	2	0
SCO3980	NC_003888.3	4382898	4383473	-	576	NA	75	83	209	51	51	116	52	177	83	88	112	37	144	120	7	283	152	23
SCO3981	NC_003888.3	4383616	4384371	-	756	NA	41	33	43	15	5	26	9	63	16	39	29	5	70	54	1	71	22	11
SCO3982	NC_003888.3	4384451	4384729	+	279	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCO3983	NC_003888.3	4384742	4385053	+	312	NA	7	1	0	0	0	4	3	0	0	0	1	0	2	1	0	4	2	0
SCO3984	NC_003888.3	4385053	4385256	+	204	NA	3	4	6	0	1	4	3	6	0	2	0	5	4	4	1	11	2	4
SCO3985	NC_003888.3	4385253	4385477	+	225	NA	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
SCO3986	NC_003888.3	4385486	4386217	+	732	NA	7	2	10	0	1	1	3	3	1	0	0	1	3	8	0	18	0	0
SCO3987	NC_003888.3	4386217	4386522	+	306	NA	1	2	7	2	2	2	1	3	0	0	3	0	5	0	0	4	3	0
SCO3988	NC_003888.3	4386552	4386899	+	348	NA	24	19	50	14	9	21	8	14	5	7	6	6	29	13	1	47	21	4
SCO3989	NC_003888.3	4387240	4387509	+	270	NA	28	58	42	11	32	44	21	109	19	51	38	12	85	57	5	65	88	18
SCO3990	NC_003888.3	4387791	4388060	-	270	NA	0	4	6	0	0	3	1	6	3	1	10	3	2	0	0	14	4	0
SCO3992	NC_003888.3	4389254	4389544	-	291	NA	17	50	39	19	22	25	12	71	24	47	25	10	62	33	1	52	26	9
SCO3993	NC_003888.3	4389593	4389862	-	270	NA	51	136	72	38	24	49	46	215	51	117	52	28	147	119	5	198	47	25
SCO3994	NC_003888.3	4389919	4390131	+	213	NA	16	28	32	19	4	12	16	31	6	28	15	9	22	21	3	41	27	5
SCO3995	NC_003888.3	4390122	4390649	+	528	NA	24.17	23	29	18	11	45.50	21.67	46.50	10.50	41.50	41.83	9.50	26.83	32.50	5.50	75.50	27.17	14
SCO3996	NC_003888.3	4390652	4390861	+	210	NA	0	2	0	0	0	0	0	3	0	2	0	0	0	1	0	1	1	0
SCO3997	NC_003888.3	4390861	4392000	+	1140	NA	1	1	5	1	6	4	0	6	1	3	1	2	1	4	0	6	1	2
SCO3998	NC_003888.3	4392274	4393617	-	1344	NA	515	460	717	197	212	421	323	751	276	446	557	172	764	463	58	1227	574	115
SCO3999	NC_003888.3	4394003	4395133	+	1131	NA	22	27	30	5	5	21	6	31	14	54	17	2	78	31	0	35	11	11
SCO4000	NC_003888.3	4395100	4395579	-	480	NA	11	11	22	6	9	23	7	22	15	10	78	5	9	12	0	189	40	8
SCO4001	NC_003888.3	4395671	4396546	-	876	NA	12	16	39	10	10	67	11	31	13	34	65	12	49	15	0	141	40	1
SCO4002	NC_003888.3	4396912	4397238	+	327	NA	36	135	87	27	26	61	32	273	91	60	179	45	394	89	0	254	135	5
SCO4003	NC_003888.3	4397335	4397688	-	354	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCO4004	NC_003888.3	4397691	4397855	-	165	NA	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1
SCO4005	NC_003888.3	4397899	4398372	+	474	NA	186	136	75	29	34	307	148	201	68	661	119	66	779	362	13	120	48	42
SCO4006	NC_003888.3	4398501	4400177	+	1677	NA	38	26	44	7	8	21	30	53	23	76	35	27	155	51	0	74	23	7
SCO4007	NC_003888.3	4400250	4401542	-	1293	NA	0	2	6	0	0	1	0	4	0	0	0	1	11	3	0	4	1	0
SCO4008	NC_003888.3	4401679	4402257	+	579	NA	30	61	38	19	12	45	19	68	39	59	60	40	131	55	2	125	45	8
SCO4009	NC_003888.3	4402297	4406688	-	4392	NA	805	864	1570	299	236	799	346	825	381	841	562	239	1614	631	98	1564	501	147
SCO4010	NC_003888.3	4406863	4407330	-	468	NA	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0
SCOt35	NC_003888.3	4407512	4407602	+	91	NA	176	77	386	52	41	133	66	119	67	173	104	70	230	191	16	170	92	21
SCOt36	NC_003888.3	4407794	4407866	+	73	NA	0	6	2	0	0	0	2	3	1	3	1	0	4	2	0	5	1	3
SCO4011	NC_003888.3	4407941	4408414	+	474	NA	32	53	92	8	7	30	11	37	14	27	30	10	28	13	7	64	20	3
SCO4012	NC_003888.3	4408407	4408838	-	432	NA	0	1	4	0	0	2	0	3	2	2	3	1	10	3	0	15	2	1
SCO4013	NC_003888.3	4409067	4410554	+	1488	NA	334	178	365	105	116	292	211	258	130	309	305	98	489	287	36	558	267	52
SCO4014	NC_003888.3	4410577	4410936	-	360	NA	51	37	44	13	5	46	21	49	22	21	31	7	73	23	6	115	30	3
SCO4015	NC_003888.3	4410971	4411894	+	924	NA	9	23	9	2	2	7	5	16	3	18	11	2	23	7	3	32	5	3
SCO4016	NC_003888.3	4412004	4412957	+	954	NA	8	19	19	5	1	15	4	12	7	18	12	4	25	6	6	18	10	0
SCO4017	NC_003888.3	4413017	4413733	-	717	NA	0.50	1.50	3.50	0.50	0	2	1	3.50	1	2.50	1	0	11	10	0	5	0.50	0
SCO4018	NC_003888.3	4413742	4414275	-	534	NA	0	0	0	3	0	0	1	0	0	2	0	0	8	0	0	1	0	0
SCO4019	NC_003888.3	4414377	4415069	+	693	NA	5	5	6	2	2	2	2	8	4	10	3	2	27	15	2	11	3	0
SCO4020	NC_003888.3	4415129	4415944	+	816	NA	63	109	64	28	28	29	55	95	46	56	32	32	145	62	4	23	38	19
SCO4021	NC_003888.3	4415941	4417515	+	1575	NA	8	21	29	9	18	6	11	24	14	23	7	22	28	24	5	4	6	1
SCO4022	NC_003888.3	4417530	4418879	+	1350	NA	1	1	3	4	1	0	1	1	2	2	0	0	5	4	1	1	0	0
SCO4023	NC_003888.3	4418876	4421077	+	2202	NA	0	1	5	0	0	1	0	0	2	3	0	0	4	0	0	6	0	0
SCO4024	NC_003888.3	4421136	4422659	+	1524	NA	38	16	23	7	6	39	16	35	3	49	21	9	49	21	2	63	16	3
SCO4025	NC_003888.3	4422721	4423479	+	759	NA	13	23	25	7	12	21	10	35	9	28	15	9	60	14	1	40	11	2
SCO4026	NC_003888.3	4423549	4424019	-	471	NA	122	144	210	50	52	153	73	175	85	168	116	59	321	133	7	341	129	27
SCO4027	NC_003888.3	4424029	4424409	-	381	NA	240	154	423	70	96	373	152	222	100	194	274	62	270	169	25	1319	219	26
SCO4028	NC_003888.3	4424566	4425387	+	822	NA	138	72	269	41	58	114	57	95	21	70	67	17	180	81	22	173	83	18
SCO4029	NC_003888.3	4425406	4426155	+	750	NA	8	10	38	5	16	13	6	15	5	26	3	6	49	12	2	31	8	2
SCO4030	NC_003888.3	4426138	4426959	-	822	NA	0	0	0	0	0	1	0	0	0	4	0	2	34	2	1	0	0	0
SCO4031	NC_003888.3	4427069	4429648	-	2580	NA	18	3	23	5	8	17	16	19	6	14	9	5	279	12	3	32	6	1
SCO4032	NC_003888.3	4429662	4430162	-	501	NA	3	1	0	0	0	0	3	0	0	2	0	0	108	3	0	0	0	0
SCO4033	NC_003888.3	4430278	4430568	+	291	NA	16	5	64	8	5	15	11	14	5	12	4	6	33	8	9	25	4	0
SCO4034	NC_003888.3	4430684	4431640	-	957	NA	623	927	1174	461	293	1232	477	1154	464	1008	2378	464	1692	1105	65	6043	1209	74
SCO4035	NC_003888.3	4431932	4432795	-	864	NA	0	4	0	0	2	1	0	3	0	1	4	2	11	0	0	7	1	0
SCO4036	NC_003888.3	4432988	4433281	-	294	NA	167	193	291	104	133	213	110	412	138	240	251	81	419	244	36	543	290	83
SCO4037	NC_003888.3	4433281	4433457	-	177	NA	94	91	145	57	71	70	48	250	52	115	82	57	152	136	8	194	173	25
SCOt37	NC_003888.3	4433546	4433630	-	85	NA	13	9	56	9	4	8	6	17	4	17	20	7	28	19	0	52	10	3
SCO4038	NC_003888.3	4433708	4434139	-	432	NA	18	63	59	18	7	50	28	55	35	59	22	14	70	45	3	93	20	5
SCO4039	NC_003888.3	4434208	4434756	-	549	NA	193	364	397	168	91	300	130	481	191	403	453	133	454	354	21	1091	267	68
SCO4040	NC_003888.3	4434929	4435393	+	465	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SCO4041	NC_003888.3	4435469	4436113	+	645	upp	223	241	293	96	113	257	107	332	99	276	282	83	483	243	28	675	353	38
SCO4042	NC_003888.3	4436138	4436752	-	615	NA	57	74	114	28	25	58	26	119	31	76	64	21	146	27	10	96	34	14
SCO4043	NC_003888.3	4436888	4437184	-	297	NA	433	329	792	120	93	347	194	244	125	248	229	93	371	265	50	689	236	57
SCO4044	NC_003888.3	4437234	4437938	+	705	NA	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
SCO4045	NC_003888.3	4437969	4438649	-	681	NA	0	0	0	3	0	3	0	0	0	1	3	2	9	3	0	10	1	0
SCO4046	NC_003888.3	4438739	4439197	-	459	NA	3	9	5	1	1	1.20	2	5	10.20	4	4	6	4	0	1	5.20	1	2
SCO4047	NC_003888.3	4439198	4439791	-	594	NA	8	11	10	0	1	5	3	10	4	4	12	2	31	3	1	21	5	1
SCO4048	NC_003888.3	4439817	4440542	-	726	NA	1	3	6	0	1	1	3	1	2	1	0	1	13	3	0	3	2	1
SCO4049	NC_003888.3	4440627	4442975	+	2349	NA	3	1	3	2	1	0	0	0	1	0	1	0	0	3	0	2	2	0
SCO4050	NC_003888.3	4442968	4443588	+	621	NA	6	3	0	1	0	2	0	4	0	1	0	0	5	2	0	0	0	0
SCO4051	NC_003888.3	4443585	4444082	+	498	NA	8	9	8	5	0	10	4	6	6	14	2	8	23	9	1	16	9	3
SCO4052	NC_003888.3	4444079	4444873	+	795	NA	3	3	14	0	0	10	1	1	3	3	3	2	20	0	0	9	1	1
SCO4053	NC_003888.3	4445276	4447045	+	1770	NA	36	58	159	18	13	153	24	72	32	77	51	53	234	38	8	192	47	6
SCO4054	NC_003888.3	4447284	4447970	+	687	NA	97	74	56	17	15	82	32	58	24	111	59	32	129	72	6	75	19	8
SCO4055	NC_003888.3	4447967	4449100	-	1134	NA	6	23	15	13	6	25	2	66	20	35	80	11	27	44	1	137	44	5
SCO4056	NC_003888.3	4449241	4449432	+	192	NA	7	7	7	2	7	10	7	19	7	5	5	6	30	12	0	21	12	2
SCO4057	NC_003888.3	4449455	4450345	-	891	NA	1	7	7	0	2	4	0	6	1	1	2	0	3	7	0	12	3	1
SCO4058	NC_003888.3	4450575	4451078	+	504	NA	15	8	15	6	9	9	14	36	9	45	6	8	22	25	2	23	6	8
SCO4059	NC_003888.3	4451075	4451410	+	336	NA	1	1	0	2	1	5	0	3	0	8	0	3	14	1	2	1	0	0
SCO4060	NC_003888.3	4451653	4452063	+	411	NA	2	10	14	2	0	4	4	8	5	2	3	3	9	14	0	9	5	0
SCO4061	NC_003888.3	4452173	4452730	-	558	NA	2	10	32	3	6	4	3	3	6	4	8	0	13	8	0	14	6	4
SCO4062	NC_003888.3	4452748	4453257	+	510	NA	2	1	6.50	1	3.50	6.50	2.17	12.50	15	2.50	34.50	4	5.50	8	0	43.17	10.50	2
SCO4063	NC_003888.3	4453499	4453855	-	357	NA	86	53	61	19	28	65	48	61	26	109	63	17	162	113	7	149	68	21
SCO4064	NC_003888.3	4453888	4454151	-	264	NA	2	3	9	2	0	2	0	5	2	1	1	2	1	0	0	10	2	0
SCO4065	NC_003888.3	4454564	4455793	-	1230	NA	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0
SCO4066	NC_003888.3	4455786	4456859	+	1074	NA	4	5	5	0	1	1	3	3	1	3	10	2	5	9	1	7	6	2
SCOt38	NC_003888.3	4456865	4456952	-	88	NA	3	1	31	1	1	3	1	3	0	8	4	0	26	4	0	13	5	0
SCOs03	NC_003888.3	4457032	4457113	+	82	srp	192	522	1067	209	142	220	170	535	243	316	731	239	428	489	167	1514	399	165
SCO4067	NC_003888.3	4457168	4459522	+	2355	NA	231	287	327	117	94	318	148	326	167	388	298	110	462	233	39	1022	224	39
SCO4068	NC_003888.3	4459642	4460892	+	1251	NA	43	17	53	8	13	55	28	42	12	60	54	13	133	41	5	108	42	8
SCO4069	NC_003888.3	4461199	4463193	+	1995	NA	41	67	85	26	27	79	23	75	67	93	42	43	143	75	5	177	43	7
SCO4070	NC_003888.3	4463358	4464875	+	1518	NA	248	268	396	82	108	477	171	407	152	368	599	141	473	324	23	1546	400	55
SCO4071	NC_003888.3	4464986	4465885	+	900	hemH	241	159	450	68	75	343	158	170	65	242	365	89	466	237	42	945	344	41
SCOt39	NC_003888.3	4465950	4466025	-	76	NA	3	0	1	1	0	1	0	2	0	0	1	1	0	0	0	0	3	2
SCO4072	NC_003888.3	4466063	4466665	-	603	NA	4	16	26	5	3	6	2	16	2	6	1	2	13	19	1	8	10	2
SCO4073	NC_003888.3	4466674	4467921	-	1248	NA	31	25	50	8	7	50	10	34	16	39	16	10	78	43	1	57	26	17
SCO4074	NC_003888.3	4467951	4468766	-	816	NA	5	11	15	2	0	4	0	11	10	17	3	3	17	12	0	13	10	0
SCO4075	NC_003888.3	4468763	4469743	-	981	NA	19	26	80	4	8	26	5	46	18	35	7	7	39	26	0	25	46	4
SCOt40	NC_003888.3	4469882	4469954	-	73	NA	0	0	7	0	1	0	0	0	0	1.50	0.50	3.50	0	0.50	0.50	1.50	2.50	0
SCO4076	NC_003888.3	4470261	4470578	-	318	NA	461	369	411	97	82	486	205	447	141	359	215	109	709	369	17	831	187	44
SCO4077	NC_003888.3	4470929	4471201	+	273	NA	264	288	324	102	53	263	150	362	169	265	264	72	1035	289	29	667	291	88
SCO4078	NC_003888.3	4471198	4471878	+	681	NA	252	229	283	100	85	269	158	400	120	243	468	98	879	303	32	1036	314	59
SCO4079	NC_003888.3	4471875	4474133	+	2259	NA	287	321	338	107	122	400	194	399	134	394	532	141	1212	401	31	1168	282	49
SCO4080	NC_003888.3	4474193	4474777	-	585	NA	147	605	617	256	106	139	89	432	206	157	312	102	609	265	11	792	187	56
SCO4081	NC_003888.3	4474926	4475408	+	483	NA	10	6	3	4	1	11	6	20	5	22	9	9	73	17	0	14	6	1
SCO4082	NC_003888.3	4475477	4476316	+	840	NA	6	7	2	0	4	7	5	0	1	2	1	0	6	2	1	19	5	0
SCO4083	NC_003888.3	4476421	4477734	+	1314	NA	6	1	6	0	7	9	7	2	4	4	2	0	14	5	1	6	1	0
SCO4084	NC_003888.3	4477740	4478348	+	609	NA	4	4	16	3	1	6	1	6	3	10	2	8	17	2	1	1	3	0
SCO4085	NC_003888.3	4478431	4479264	+	834	NA	11	32	9	4	4	23	4	21	8	26	15	10	108	19	2	18	12	1
SCO4086	NC_003888.3	4479261	4480853	+	1593	NA	2361	2423	3798	1427	1571	4169	2003	5119	1460	3441	4863	1341	6396	3004	238	11664	3805	554
SCO4087	NC_003888.3	4480933	4482000	+	1068	NA	698	857	1383	499	408	980	532	1089	386	950	1030	375	1999	807	82	2083	759	144
SCO4088	NC_003888.3	4482078	4482332	-	255	NA	3497	6200	8874	2114	1804	3745	1913	3683	1557	3459	2959	1119	5650	3271	231	8827	2253	791
SCO4089	NC_003888.3	4482654	4483748	-	1095	NA	348	554	627	204	135	534	217	660	376	450	530	198	837	447	59	1648	316	62
SCO4090	NC_003888.3	4483978	4484829	+	852	NA	47	32	53	20	8	36	22	43	33	46	24	14	100	47	7	62	26	3
SCO4091	NC_003888.3	4485363	4485569	+	207	NA	2115	1357	2236	544	773	2865	1210	3316	1119	2302	3549	781	2560	1910	154	8984	2084	261
SCOt41	NC_003888.3	4486471	4486545	-	75	NA	3.50	0.50	13.50	0	1	1.50	1.50	0.50	1	3	5	1	12.50	1	0	2	0.50	0
SCO4092	NC_003888.3	4486639	4490622	-	3984	NA	658	722	656	168	208	682	373	935	308	1019	605	312	1813	920	51	1435	495	113
SCOt42	NC_003888.3	4490732	4490805	-	74	NA	9	4	4	2	1	2	0	0	1	0	1	3	8	5	1	5	2	0
SCOt43	NC_003888.3	4490830	4490904	-	75	NA	8.50	1.50	22.50	0	0	0.50	2.50	0.50	0	6	4	6	7.50	3	0	5	0.50	2
SCOt44	NC_003888.3	4490939	4491011	-	73	NA	1	0	6	1	0	1	1	0	1	3	0	1	0	1	1	0	0	0
SCO4093	NC_003888.3	4491092	4492711	-	1620	NA	1	3	8	1	2	9	6	8	1	2	10	1	4	5	0	26	3	0
SCO4094	NC_003888.3	4492828	4493178	+	351	NA	13	38	40	7	13	33	11	56	21	36	32	14	83	36	2	81	37	3
SCO4095	NC_003888.3	4493275	4493832	+	558	NA	6	24	20	4	7	14	6	23	14	15	9	5	50	19	2	28	5	0
SCO4096	NC_003888.3	4494136	4496358	+	2223	NA	104	104	131	33	38	78	54	175	60	271	63	64	570	222	7	113	49	42
SCO4097	NC_003888.3	4496497	4498032	+	1536	NA	2	9	3	0	0	1	1	11	4	4	1	2	12	2	0	15	4	5
SCOt45	NC_003888.3	4498149	4498221	+	73	NA	0	0	2	1	0	0	0	0	1	0	2	1	0	0	0	4	0	1
SCO4098	NC_003888.3	4498219	4498869	-	651	NA	10	16	19	6	19	26	4	55	10	78	44	12	66	41	1	69	28	11
SCO4099	NC_003888.3	4499009	4499689	+	681	NA	2	16	15	5	1	6	6	7	6	18	1	6	28	7	0	17	5	0
SCO4100	NC_003888.3	4499727	4500119	+	393	NA	7	5	11	0	2	6	1	4	3	11	7	2	10	12	2	27	11	0
SCO4101	NC_003888.3	4500126	4500524	+	399	NA	2	5	7	5	3	10	7	14	5	6	6	7	16	11	3	20	6	2
SCO4102	NC_003888.3	4500505	4501464	-	960	NA	4	1	7	1	1	1	0	3	1	5	3	1	12	1	0	7	2	0
SCO4103	NC_003888.3	4501524	4502795	-	1272	NA	6	14	15	6	4	22	3	23	9	24	11	8	31	41	0	22	13	1
SCO4104	NC_003888.3	4502820	4503476	-	657	NA	1	4	3	0	0	0	0	1	0	0	2	0	5	2	0	1	0	0
SCO4105	NC_003888.3	4503887	4504207	+	321	NA	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
SCO4106	NC_003888.3	4504259	4505389	+	1131	NA	1	3	0	1	0	2	0	2	2	3	2	1	3	0	0	2	1	0
SCOt46	NC_003888.3	4505460	4505533	+	74	NA	4.33	16.33	21.00	2.33	2.33	3.33	4	2.33	1	4.33	3.33	2	5	10	0	8	8.33	2
SCO4107	NC_003888.3	4505576	4506940	+	1365	NA	6	4	5	2	1	1	0	6	2	9	1	6	15	7	0	6	2	2
SCO4108	NC_003888.3	4507333	4508376	+	1044	NA	838	752	640	232	184	980	363	875	247	1391	409	311	2116	859	36	1862	450	119
SCO4109	NC_003888.3	4508515	4509459	+	945	NA	22	11	29	5	10	27	12	24	10	39	40	8	83	19	2	63	15	3
SCO4110	NC_003888.3	4509484	4510875	-	1392	NA	136	123	230	44	35	136	53	124	36	96	97	60	217	82	19	325	78	21
SCO4111	NC_003888.3	4510885	4511700	-	816	trmB	24	19	35	7	19	59	24	48	20	43	31	18	100	50	5	83	34	5
SCO4112	NC_003888.3	4511815	4512225	+	411	NA	3	10	11	2	0	5	8	6	2	16	8	6	18	12	0	6	1	5
SCO4113	NC_003888.3	4512311	4513591	-	1281	NA	347	559	541	158	105	342	191	477	228	468	455	163	615	530	35	1118	310	66
SCO4114	NC_003888.3	4513662	4515083	-	1422	NA	814	1251	1413	365	244	1239	496	1073	513	1215	999	414	2091	1385	71	2832	630	124
SCO4115	NC_003888.3	4515796	4517919	+	2124	NA	24	51	54	10	12	36	19	81	39	64	26	20	60	36	1	56	14	4
SCO4116	NC_003888.3	4517925	4521269	+	3345	NA	26	53	59	23	3	51	10	42	28	34	47	16	95	42	5	94	22	6
SCO4117	NC_003888.3	4521256	4523319	-	2064	NA	53	60	48	25	13	42	40	86	20	53	33	15	98	52	1	77	26	11
SCO4118	NC_003888.3	4523502	4524395	-	894	NA	17	10	3	3	3	11	1	18	7	22	6	6	30	19	0	17	2	0
SCO4119	NC_003888.3	4524821	4526149	+	1329	NA	23	22	33	10	15	39	23	42	10	30	33	14	45	26	1	101	24	1
SCO4120	NC_003888.3	4526332	4527990	+	1659	NA	6	15	14	3	5	14	5	13	6	12	16	5	30	6	0	46	9	0
SCO4121	NC_003888.3	4528045	4529322	-	1278	NA	8	5	1	1	0	3	0	13	2	27	2	0	19	4	0	1	0	0
SCO4122	NC_003888.3	4529468	4530016	+	549	NA	62	32	49	10	29	40	35	65	35	42	65	12	89	70	5	166	39	9
SCOr13	NC_003888.3	4530650	4532177	+	1528	rrnA	59321.15	51686.95	276330.61	63287.20	152295.32	81873.79	103921.01	39718.80	46932.32	54672.41	63754.25	73493.63	58847.41	67311.32	97126.95	42836.38	48755.89	73042.41
SCOr14	NC_003888.3	4532454	4535576	+	3123	rrnA	1411083.41	2045832.17	6372338.38	2418290.97	2144458.34	1581506.37	2037467.82	2101025.71	2757918.84	2161263.74	1810197.08	2525393.48	2247248.57	2393418.01	2104462.24	1125173.28	1789499.80	2464528.28
SCOr15	NC_003888.3	4535678	4535798	+	121	rrnA	140.28	366.16	376.20	242.80	295.20	159.55	141.63	183.10	95.40	320.70	117.10	441.56	391.33	488.44	87.70	235.85	143.05	376.98
SCO4123	NC_003888.3	4535862	4536530	-	669	NA	9	31	30	16	13	27	9	33	10	42	50	15	53	30	2	97	24	3
SCO4124	NC_003888.3	4536527	4537897	-	1371	NA	4	2	7	1	0	3	2	15	1	6	22	1	2	1	1	20	2	0
SCO4125	NC_003888.3	4537923	4538456	+	534	NA	11	16	6	1	8	7	1	25	7	31	6	1	44	21	0	11	6	5
SCO4126	NC_003888.3	4538504	4539991	-	1488	NA	129	120	154	51	44	158	54	137	52	166	182	49	243	101	11	422	143	17
SCO4127	NC_003888.3	4540065	4541480	-	1416	NA	247	229	344	84	101	324	179	368	135	281	480	98	374	234	19	1224	354	60
